id,data_asset_serial,type_asset_id,model_asset_id,data_asset_arrived_date,data_asset_plate_no,data_asset_chassis_no,data_asset_arrangement_no,data_asset_manufacture_year,color_asset_id,data_asset_warranty,data_asset_madein,data_asset_purchasefrom,data_asset_invoice_no,status_asset_id,province_asset_id,site_asset_id,employee_id,data_asset_in_use,user_id,data_asset_active,data_asset_current_condition,data_asset_remarks,data_asset_acquisition_value,data_asset_acquisition_value,data_asset_book_value,data_asset_engine_model_1,data_asset_engine_serial_no_1,data_asset_engine_family_1,data_asset_engine_arrangement_1,data_asset_engine_displacement_no_1,data_asset_engine_rating_1,data_asset_engine_code_1,data_asset_engine_model_2,data_asset_engine_serial_2,data_asset_engine_family_2,data_asset_engine_arrangement_2,data_asset_engine_displacement_no_2,data_asset_engine_rating_2,data_asset_engine_code_2,data_asset_transmission_model,data_asset_transmission_serial_no,data_asset_transmission_arrangement,data_asset_concrete_mixer_name,data_asset_concrete_mixer_model,data_asset_concrete_mixer_serial_no,data_asset_concrete_mixer_capacity,data_asset_concrete_pump_name,data_asset_concrete_pump_model,data_asset_concrete_pump_serial_no,data_asset_generator_no,data_asset_generator_controller_no,data_asset_generator_governor_no,data_asset_generator_alternator_no,data_asset_generator_alternator_model,data_asset_generator_alternator_serial_no,data_asset_generator_rated_voltage,data_asset_generator_phase,data_asset_generator_rated_frequency,data_asset_generator_rated_current_prime,data_asset_generator_rated_rpm,data_asset_generator_altitude,data_asset_generator_rated_power,data_asset_generator_manufacture_year,data_asset_generator_manufacture_year,created_at,updated_at
835,22040340,12,35,,,71886,,2012,15,,,,,3,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
836,22040341,12,35,,,71939,,2012,15,,,,,5,20,90,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
837,22040342,12,35,,,71974,,,15,,,,,2,5,19,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
838,22040343,12,35,,,72247,,2012,15,,,,,2,19,87,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
839,22040344,12,35,,,72302,,2012,15,,,,,5,20,90,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
840,22040345,12,35,,,72232,,2012,15,,,,,5,20,90,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
841,22040346,12,35,,,72313,,2012,15,,,,,3,3,114,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
842,22040347,12,35,,,72372,,2012,15,,,,,3,3,79,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
843,22040348,12,41,,,25769,,,15,,,,,4,7,4,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
844,22040349,12,35,,,72436,,,15,,,,,2,15,76,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
845,22040350,12,35,,,72439,,2012,15,,,,,3,19,87,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
846,22040354,12,35,,,72690,,2012,15,,,,,3,19,87,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
847,22040356,12,35,,,72699,,,15,,,,,2,15,76,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
848,22040357,12,36,,,9EM06358,,2012,15,,,,,2,3,80,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
849,22040358,12,36,,,9EM06356,,2012,15,,,,,2,3,67,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
850,22040359,12,36,,,9EM06569,,2012,15,,,,,2,14,71,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
851,22040360,12,36,,,9EM06680,,2012,15,,,,,2,3,79,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
852,22040361,12,36,,,9EM 06571,,,15,,,,,2,16,82,1,TRUE,1,TRUE,,,,,,,41Z 29040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
853,22040362,12,36,,,9EM06572,,1981,15,,,,,2,19,87,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
854,22040363,12,36,,,9EM 06573,,,15,,,,,5,13,54,1,TRUE,1,TRUE,,تم نقلة من القريات إلى تبوك,,,,,3406 / 41Z29026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
855,22040364,12,36,,,M06665,,2012,15,,,,,2,3,114,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
856,22040365,12,36,,,CXA04866,,2012,15,,,,,2,3,116,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
857,22040367,12,37,,,DC004541,,1986,15,,,,,4,13,44,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
858,22040368,12,38,,,9FK00680,,1996,14,,,,,2,9,27,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
859,22040372,12,39,,,WDM03269,,2013,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
860,22040373,12,39,,,WDM03456,,2013,15,,,,,2,14,71,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
861,22040374,12,39,,,WDM03516,,2013,15,,,,,2,3,79,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
862,22040375,12,39,,,9EM08242,,2013,15,,,,,2,21,95,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
863,22040377,12,39,,,WDM 03656,,,15,,,,,2,16,82,1,TRUE,1,TRUE,,,,,,,48W 48835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
864,22040378,12,39,,,WDM03595,,2013,15,,,,,2,14,71,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
865,22040379,12,39,,,WDM 0641,,,15,,,,,2,3,106,1,TRUE,1,TRUE,,,,,,,48W 48818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
866,22040380,12,39,,,WDM03536,,,15,,,,,2,12,42,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
867,22040381,12,39,,,WDM03657,,,15,,,,,2,3,105,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
868,22040384,12,39,,,WDM04300,,,15,,,,,2,9,27,1,TRUE,1,TRUE,,,,,,,1408C&48W49591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
869,22040386,12,39,,,WDM04195,,2013,15,,,,,2,20,89,1,TRUE,1,TRUE,,تم تعديل الرقم من 22040486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
870,22050103,38,161,,,PBE03452,,2013,15,,,,,3,19,88,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
871,22050104,38,161,,,PBE03453,,2013,15,,,,,2,14,71,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
872,22050105,38,161,,,PBE03460,,2013,15,,,,,2,14,71,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
873,22050107,38,161,,,KZF 00772,,2013,15,,,,,2,12,42,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
874,22050117,38,161,,,CAT0320DVFAL07147,,,15,,,,,2,9,27,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
875,22050287,38,239,,,A84025,,1998,15,,,,,4,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
876,22050292,38,239,,,A 57270,,1990,15,,,,,4,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
877,22050295,38,239,,,A71100,,1993,15,,,,,4,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
878,22050300,38,239,,,A80388,,1994,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
879,22050306,38,162,,,6CR 00920,,1997,15,,,,,5,3,13,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
880,22050307,38,163,,,A84338,,1999,15,,,,,2,9,26,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
881,22050308,38,161,,,MGG00255,,2012,15,,,,,4,20,90,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
882,22050309,38,161,,,MGG 0490,,,15,,,,,5,3,106,1,TRUE,1,TRUE,,HYD. PUMP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 KW,,,2018-02-27,2018-02-27
883,22050312,38,161,,,KGF01946,,2012,15,,,,,3,20,102,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
884,22050313,38,161,,,KGF01960,,2012,15,,,,,3,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
885,22050314,38,161,,,KGF02063,,2012,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
886,22050316,38,161,,,MGG 00909,,,15,,,,,5,3,106,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
887,22050318,38,161,,,MGG00911,,2012,15,,,,,3,20,102,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
888,22050320,38,161,,,KGF03031,,2012,15,,,,,3,20,90,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
889,22050321,38,161,,,MGG 01422,,,15,,,,,2,15,75,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 KW,,,2018-02-27,2018-02-27
890,22050322,38,161,,,MGG01423,,2012,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
891,22050324,38,161,,,MGG 01444,,2013,15,,,,,2,3,13,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 KW,,,2018-02-27,2018-02-27
892,22050325,38,161,,,KGF04085,,2012,15,,,,,2,19,88,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
893,22050326,38,161,,,KGF04179,,2012,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
894,22050329,38,161,,,cat0320dhkgf0446,,2013,15,,,,,2,3,13,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
895,22050331,38,161,,,KGF05030,,2012,15,,,,,2,14,71,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
896,22050332,38,161,,,KGF04501,,2012,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
897,22050333,38,161,,,KGF 04749,,,15,,,,,3,16,82,1,TRUE,1,TRUE,,NO DRIVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
898,22050334,38,161,,,KGF05872,,2012,15,,,,,2,20,102,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
899,22050335,38,161,,,KGF04858,,2012,15,,,,,2,14,71,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
900,22050337,38,161,,,KGF04503,,2012,15,,,,,2,20,102,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
901,22050338,38,161,,,KGF 06457,,,15,,,,,2,5,19,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
902,22050339,38,161,,,KGF06470,,,15,,,,,4,3,120,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OLD,,,2018-02-27,2018-02-27
903,22050341,38,161,,,KGF 06572,,2013,15,,,,,2,3,112,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 KW,,,2018-02-27,2018-02-27
904,22050342,38,161,,,KGF06481,,2012,15,,,,,2,13,44,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
905,22050343,38,161,,,KGF06535,,2012,15,,,,,2,14,71,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
906,22050348,38,161,,,KGF09278,,2013,15,,,,,3,20,102,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
907,22050349,38,161,,,KGF09279,,2013,15,,,,,3,20,102,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
908,22050350,38,161,,,KGF 09281,,,15,,,,,3,16,82,1,TRUE,1,TRUE,,NO DRIVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
909,22050351,38,161,,,KGF09282,,2013,15,,,,,2,20,102,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
910,22050352,38,161,,,KGF09285,,2013,15,,,,,2,14,71,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
911,22050353,38,161,,,34600154908525,,2011,15,,,,,2,9,27,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
912,22050358,38,161,,,PBE03446,,2013,15,,,,,2,3,114,1,TRUE,1,TRUE,,With Pocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
913,22050359,38,161,,,cat0323dtpbe0341,,,15,,,,,2,3,105,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
914,22050368,38,362,,,K30300,,1999,14,,,,,3,3,114,1,TRUE,1,TRUE,,With Jack Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
915,23000100,41,301,,,3270,,,14,,,,,2,7,5,1,TRUE,1,TRUE,,Chk Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
916,23000308,41,164,,,81Z25319,,2000,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
917,23000309,41,164,,,81Z13263,,1992,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
918,23000310,41,164,,,81Z22607,,,15,,,,,2,7,1,1,TRUE,1,TRUE,,,,,,,3412&81Z22607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
919,23000311,41,164,,,4RG01787,,,15,,,,,2,3,68,1,TRUE,1,TRUE,,,,,,,3406&4RG01737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
920,23000314,41,242,,,902514,,2013,11,,,,,2,9,27,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
921,23000317,41,248,,,902342,,,15,,,,,4,3,121,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
922,23000320,41,241,,,803203,,2013,11,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
923,23000324,41,164,,,81Z02764,,1983,15,,,,,2,13,52,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
924,23000325,41,164,,,81Z05238,,,15,,,,,2,16,82,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504 KW,,,2018-02-27,2018-02-27
925,23000326,41,291,,,1872035C1,,2006,15,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,GCD325&1872035C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
926,23000328,41,165,,,5YF0189,,,15,,,,,2,3,115,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223KW,,,2018-02-27,2018-02-27
927,23000329,41,242,,,902340,,,11,,,,,2,6,22,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,8KW",,,2018-02-27,2018-02-27
928,23000727,41,164,,,8076231,,,15,,,,,2,21,95,1,TRUE,1,TRUE,,CRUSHER #3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
929,23000936,41,164,,,75Z01128,,2012,15,,,,,3,21,94,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
930,23000940,41,164,,,81Z 2927,,,15,,,,,2,5,19,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440 KW,,,2018-02-27,2018-02-27
931,23000941,41,166,,,2WB03617,,2012,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
932,23000943,41,166,,,48BH4902,,,15,,,,,2,7,1,1,TRUE,1,TRUE,,,,,,,3406&48BH4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
933,23000946,41,363,,,349943,,2012,4,,,,,4,13,45,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
934,23000948,41,167,,,RTY00532,,2012,15,,,,,3,3,67,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
935,23000949,41,167,,,3tc00617,,,15,,,,,2,9,32,1,TRUE,1,TRUE,,,,,,,3TC00617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
936,23000950,41,166,,,90U15513,,,15,,,,,4,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
937,23000951,41,164,,,81Z 15769,,,15,,,,,2,12,42,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604 KW,,,2018-02-27,2018-02-27
938,23000956,41,164,,,4B5073,,2012,15,,,,,4,13,45,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
939,23000958,41,164,,,81Z20667,,,15,,,,,2,7,2,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
940,23000960,41,240,,,CO19156/52/U503789,,2012,15,,,,,4,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
941,23000961,41,166,,,,,,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
942,23000963,41,167,,,2B 1520,,,15,,,,,2,3,111,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 KW,,,2018-02-27,2018-02-27
943,23000967,41,164,,,38S3796,,,15,,,,,2,3,13,1,TRUE,1,TRUE,,23000967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
944,23000970,41,168,,,4B9644,,,15,,,,,3,3,67,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
945,23000972,41,166,,,66D 18499,,,15,,,,,2,15,76,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
946,23000975,41,166,,,5GAU3275,,,15,,,,,2,6,22,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
947,23000980,41,168,,,81Z10104,,,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545KW,,,2018-02-27,2018-02-27
948,23000983,41,166,,,0 4574,,,15,,,,,3,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
949,23000984,41,166,,,90Y9444,,,15,,,,,2,6,24,1,TRUE,1,TRUE,,,,,,,3406&90Y9444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260kw,,,2018-02-27,2018-02-27
950,23000986,41,168,,,64Z10427,,,15,,,,,3,14,70,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
951,23000990,41,167,,,83Z01925,,,15,,,,,5,13,54,1,TRUE,1,TRUE,,,,,,,3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
952,23000994,41,167,,,2B 15609,,,15,,,,,5,13,54,1,TRUE,1,TRUE,,تم نقلة من القريات إلى تبوك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
953,23000997,41,166,,,3TB3549,,,15,,,,,3,3,79,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
954,23000998,41,444,,,9Y-8857 DEE,,,15,,,,,3,16,82,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
955,23001003,41,166,,,4ZR06319,,,15,,,,,3,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
956,23001005,41,164,,,81Z23361,,1998,15,,,,,2,11,39,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
957,23001008,41,166,,,3BL002,,,15,,,,,4,13,54,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 KW,,,2018-02-27,2018-02-27
