id,data_asset_serial,type_asset_id,model_asset_id,data_asset_arrived_date,data_asset_plate_no,data_asset_chassis_no,data_asset_arrangement_no,data_asset_manufacture_year,color_asset_id,data_asset_warranty,data_asset_madein,data_asset_purchasefrom,data_asset_invoice_no,status_asset_id,province_asset_id,site_asset_id,employee_id,data_asset_in_use,user_id,data_asset_active,data_asset_current_condition,data_asset_remarks,data_asset_acquisition_value,data_asset_acquisition_value,data_asset_book_value,data_asset_engine_model_1,data_asset_engine_serial_no_1,data_asset_engine_family_1,data_asset_engine_arrangement_1,data_asset_engine_displacement_no_1,data_asset_engine_rating_1,data_asset_engine_code_1,data_asset_engine_model_2,data_asset_engine_serial_2,data_asset_engine_family_2,data_asset_engine_arrangement_2,data_asset_engine_displacement_no_2,data_asset_engine_rating_2,data_asset_engine_code_2,data_asset_transmission_model,data_asset_transmission_serial_no,data_asset_transmission_arrangement,data_asset_concrete_mixer_name,data_asset_concrete_mixer_model,data_asset_concrete_mixer_serial_no,data_asset_concrete_mixer_capacity,data_asset_concrete_pump_name,data_asset_concrete_pump_model,data_asset_concrete_pump_serial_no,data_asset_generator_no,data_asset_generator_controller_no,data_asset_generator_governor_no,data_asset_generator_alternator_no,data_asset_generator_alternator_model,data_asset_generator_alternator_serial_no,data_asset_generator_rated_voltage,data_asset_generator_phase,data_asset_generator_rated_frequency,data_asset_generator_rated_current_prime,data_asset_generator_rated_rpm,data_asset_generator_altitude,data_asset_generator_rated_power,data_asset_generator_manufacture_year,data_asset_generator_manufacture_year,created_at,updated_at
1,12000001,7,14,,,,,,15,,,,,2,7,1,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
2,12000002,7,323,,,,,,9,,,,,3,3,93,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
3,12000003,7,14,,,5110011,,,15,,,,,3,13,44,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
4,12000004,7,14,,,,,,15,,,,,2,15,75,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
5,12000005,7,324,,,348193015,,2006,15,,,,,2,3,69,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
6,12000006,7,14,,,,,,11,,,,,3,21,94,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
7,12000007,7,325,,,1.5 TO / HR,,,15,,,,,2,8,25,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
8,12000008,7,1,,,,,,4,,,,,2,20,89,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
9,12000009,7,14,,,,,,11,,,,,2,16,82,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
10,12000010,7,14,,,,,,11,,,,,3,14,70,1,TRUE,1,TRUE,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
11,12000011,7,14,,,,,,9,,,,,3,19,87,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
12,12000012,7,15,,,ULTIMAP130,,,14,,,,,2,10,37,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
13,12000013,7,1,,,,,,14,,,,,2,12,42,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
14,12000014,7,14,,,,,,15,,,,,2,6,22,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
15,12000015,7,1,,,,,,4,,,,,2,5,19,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
16,13000001,18,55,,,,,,12,,,,,3,18,85,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
17,13000002,18,56,,,,,,15,,,,,3,18,85,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
18,13000003,18,57,,,13LS3AL001,,,8,,,,,2,7,2,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
19,13000004,18,1,,,,,,15,,,,,3,13,52,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
20,13000005,18,58,,,B15G21SC001,,,14,,,,,3,13,52,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
21,13000006,18,59,,,,,,15,,,,,2,3,61,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
22,13000007,18,60,,,,,,15,,,,,2,20,102,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
23,13000008,18,59,,,,,,14,,,,,2,16,82,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
24,13000009,18,1,,,,,,8,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
25,13000010,18,1,,,,,,15,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
26,13000011,18,1,,,,,,15,,,,,3,14,70,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
27,13000012,18,61,,,13LS21AL002,,,14,,,,,2,1,7,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
28,13000013,18,1,,,,,,14,,,,,2,1,7,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
29,13000014,18,1,,,,,,9,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
30,13000015,18,62,,,,,,15,,,,,2,6,21,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
31,13000016,18,1,,,,,,15,,,,,2,3,105,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
32,13000017,18,1,,,,,,15,,,,,3,3,58,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
33,13010001,16,44,,,U.N.2857,,,12,,,,,3,18,85,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
34,13010002,16,1,,,,,,8,,,,,2,7,2,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
35,13010003,16,1,,,,,,8,,,,,2,7,2,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
36,13010004,16,44,,,W199805,,,12,,,,,3,3,61,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
37,13010005,16,326,,,,,,8,,,,,2,16,82,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
38,13010006,16,1,,,,,,8,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
39,13010007,16,45,,,132466,,,12,,,,,3,1,7,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
40,13010008,16,327,,,HLHBJ0001M,,,12,,,,,2,1,7,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
41,13010009,16,44,,,1311M01866,,,8,,,,,3,13,52,1,TRUE,1,TRUE,,Attached With 13000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
42,13010010,16,44,,,,,,8,,,,,3,13,52,1,TRUE,1,TRUE,,Attached With 13000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
43,13020001,78,1,,,,,,14,,,,,3,17,83,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
44,13020002,78,1,,,,,,14,,,,,3,17,83,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
45,13020003,78,1,,,,,,14,,,,,3,17,83,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
46,13020004,78,1,,,,,,15,,,,,3,17,83,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
47,13020005,78,1,,,,,,14,,,,,3,3,93,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
48,13020006,78,1,,,,,,14,,,,,2,7,2,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
49,13020007,78,1,,,,,,14,,,,,2,7,2,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
50,13020008,78,1,,,,,,11,,,,,2,7,2,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
51,13020009,78,1,,,,,,14,,,,,2,15,76,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
52,13020010,78,1,,,,,,14,,,,,2,15,76,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
53,13020011,78,1,,,,,,14,,,,,2,15,76,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
54,13020012,78,14,,,,,,14,,,,,2,3,106,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
55,13020013,78,1,,,,,,16,,,,,2,8,25,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
56,13020014,78,14,,,,,,14,,,,,2,16,82,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
57,13020015,78,14,,,,,,14,,,,,2,16,82,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
58,13020016,78,1,,,,,,14,,,,,2,16,82,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
59,13020017,78,1,,,,,,14,,,,,2,16,82,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
60,13020018,78,1,,,,,,14,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
61,13020019,78,1,,,,,,14,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
62,13020020,78,1,,,,,,15,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
63,13020021,78,1,,,,,,15,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
64,13020022,78,1,,,,,,15,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
65,13020023,78,1,,,,,,14,,,,,2,1,7,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
66,13020024,78,1,,,,,,14,,,,,2,1,7,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
67,13020025,78,1,,,,,,14,,,,,2,1,7,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
68,13020026,78,1,,,,,,14,,,,,2,1,7,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
69,13020027,78,1,,,,,,15,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
70,13020028,78,1,,,,,,15,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
71,13020029,78,1,,,,,,14,,,,,2,9,35,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
72,13020032,78,1,,,,,,15,,,,,2,6,21,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
73,13020033,78,1,,,,,,10,,,,,2,6,21,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
74,13020034,78,1,,,,,,15,,,,,2,3,105,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
75,13020035,78,1,,,,,,15,,,,,2,3,105,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
76,13020036,78,1,,,,,,15,,,,,2,3,58,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
77,13020037,78,1,,,,,,15,,,,,2,3,58,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
78,14010001,52,1,,,2007116,,2007,15,,,,,2,7,6,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110kw,,,2018-02-27,2018-02-27
79,14010002,52,1,,,210008181,,,15,,,,,2,7,6,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110KW,,,2018-02-27,2018-02-27
80,14010003,52,1,,,,,,15,,,,,3,18,85,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
81,14010004,52,1,,,,,,15,,,,,3,3,93,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
82,14010005,52,1,,,,,,15,,,,,3,3,93,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
83,14010006,52,1,,,,,,15,,,,,3,3,93,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
84,14010007,52,1,,,,,,15,,,,,3,3,93,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
85,14010008,52,328,,,XQ7510,,,15,,,,,2,13,44,1,TRUE,1,TRUE,,Not Attached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
86,14010009,52,1,,,,,,15,,,,,3,13,44,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
87,14010010,52,303,,,2008182,,,15,,,,,3,3,106,1,TRUE,1,TRUE,,Feeding size 630mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110KW,,,2018-02-27,2018-02-27
88,14010011,52,1,,,,,,15,,,,,3,3,106,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
89,14010012,52,1,,,,,,15,,,,,3,3,106,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
90,14010013,52,1,,,,,,15,,,,,5,3,107,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
91,14010014,52,1,,,,,,15,,,,,2,3,68,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
92,14010015,52,1,,,,,,15,,,,,2,3,68,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
93,14010016,52,1,,,,,,15,,,,,2,21,95,1,TRUE,1,TRUE,,CRUSHER #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
94,14010017,52,1,,,,,,15,,,,,3,21,95,1,TRUE,1,TRUE,,CRUSHER #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
95,14010018,52,1,,,,,,11,,,,,3,21,95,1,TRUE,1,TRUE,,CRUSHER #3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
96,14010019,52,1,,,,,,15,,,,,3,20,90,1,TRUE,1,TRUE,,CRUSHER #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
97,14010020,52,1,,,,,,11,,,,,3,20,90,1,TRUE,1,TRUE,,CRUSHER #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
98,14010021,52,1,,,X0751013010,,,15,,,,,3,20,90,1,TRUE,1,TRUE,,CRUSHER #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
99,14010022,52,1,,,,,,14,,,,,2,20,90,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
100,14010023,52,1,,,,,,15,,,,,3,20,90,1,TRUE,1,TRUE,,CRUSHER #3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
101,14010024,52,1,,,,,,15,,,,,3,19,87,1,TRUE,1,TRUE,,CRUSHER #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
102,14010026,52,1,,,,,,15,,,,,2,11,39,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
103,14010027,52,1,,,,,,15,,,,,2,11,39,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
104,14010028,52,1,,,,,,15,,,,,3,14,70,1,TRUE,1,TRUE,,CRUSHER #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
105,14010029,52,1,,,,,,14,,,,,3,14,70,1,TRUE,1,TRUE,,CRUSHER #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
106,14010030,52,1,,,,,,15,,,,,3,19,87,1,TRUE,1,TRUE,,CRUSHER #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
107,14010031,52,1,,,,,,15,,,,,3,19,87,1,TRUE,1,TRUE,,CRUSHER #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
108,14010032,52,1,,,,,,15,,,,,2,10,37,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
109,14010033,52,1,,,,,,15,,,,,2,10,37,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
110,14010034,52,1,,,,,,15,,,,,2,10,37,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
111,14010035,52,1,,,,,,15,,,,,2,3,108,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
112,14010036,52,1,,,,,,15,,,,,2,5,19,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
113,14010037,52,1,,,,,,15,,,,,2,5,19,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
114,14010038,52,1,,,,,,15,,,,,2,12,42,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
115,14010039,52,1,,,,,,15,,,,,2,12,42,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
116,14010040,52,304,,,20110518,,2010,15,,,,,2,6,22,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110KW,,,2018-02-27,2018-02-27
117,14010041,52,1,,,,,,15,,,,,2,6,22,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
118,14010043,52,1,,,,,,11,,,,,2,5,19,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
119,14010095,52,1,,,,,,16,,,,,3,3,68,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
120,14020001,51,228,,,63160018,,2006,11,,,,,2,7,6,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200KW,,,2018-02-27,2018-02-27
121,14020002,51,228,,,12316026,,2006,11,,,,,2,7,6,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220KW,,,2018-02-27,2018-02-27
122,14020005,51,329,,,1562/12/10/4,,,15,,,,,5,3,106,1,TRUE,1,TRUE,,PULLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
123,14020006,51,228,,,11316036,,2012,15,,,,,2,3,106,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220 KW,,,2018-02-27,2018-02-27
124,14020007,51,1,,,,,,15,,,,,3,3,106,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
125,14020008,51,1,,,,,,15,,,,,3,3,106,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
126,14020010,51,1,,,,,,15,,,,,2,3,68,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
127,14020011,51,1,,,,,,15,,,,,2,3,68,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
128,14020012,51,1,,,,,,11,,,,,3,13,44,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
129,14020013,51,1,,,,,,11,,,,,3,13,44,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
130,14020014,51,228,,,13316023,,,11,,,,,2,5,19,1,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,2018-02-27
